0	1
0.01	0.98995
0.02	0.979801
0.03	0.969554
0.04	0.95921
0.05	0.94877
0.06	0.938236
0.07	0.927607
0.08	0.916886
0.09	0.906073
0.1	0.895169
0.11	0.884176
0.12	0.873094
0.13	0.861926
0.14	0.850671
0.15	0.83933
0.16	0.827906
0.17	0.8164
0.18	0.804811
0.19	0.793142
0.2	0.781394
0.21	0.769568
0.22	0.757664
0.23	0.745685
0.24	0.733631
0.25	0.721504
0.26	0.709305
0.27	0.697035
0.28	0.684695
0.29	0.672287
0.3	0.659811
0.31	0.64727
0.32	0.634664
0.33	0.621994
0.34	0.609262
0.35	0.596469
0.36	0.583617
0.37	0.570706
0.38	0.557738
0.39	0.544715
0.4	0.531636
0.41	0.518505
0.42	0.505322
0.43	0.492088
0.44	0.478806
0.45	0.465475
0.46	0.452097
0.47	0.438675
0.48	0.425209
0.49	0.4117
0.5	0.39815
0.51	0.38456
0.52	0.370931
0.53	0.357266
0.54	0.343565
0.55	0.329829
0.56	0.316061
0.57	0.302261
0.58	0.288431
0.59	0.274571
0.6	0.260685
0.61	0.246772
0.62	0.232835
0.63	0.218874
0.64	0.204892
0.65	0.190889
0.66	0.176867
0.67	0.162827
0.68	0.148771
0.69	0.1347
0.7	0.120616
0.71	0.106519
0.72	0.092412
0.73	0.0782956
0.74	0.0641715
0.75	0.0500409
0.76	0.0359053
0.77	0.0217662
0.78	0.00762481
0.79	0.00651729
0.8	0.0206587
0.81	0.0347981
0.82	0.048934
0.83	0.063065
0.84	0.0771897
0.85	0.0913067
0.86	0.105415
0.87	0.119512
0.88	0.133597
0.89	0.147669
0.9	0.161726
0.91	0.175767
0.92	0.189791
0.93	0.203795
0.94	0.217779
0.95	0.231742
0.96	0.245681
0.97	0.259595
0.98	0.273484
0.99	0.287345
1	0.301178
1.01	0.31498
1.02	0.328751
1.03	0.342489
1.04	0.356193
1.05	0.369861
1.06	0.383492
1.07	0.397085
1.08	0.410638
1.09	0.42415
1.1	0.43762
1.11	0.451046
1.12	0.464426
1.13	0.477761
1.14	0.491047
1.15	0.504284
1.16	0.517471
1.17	0.530607
1.18	0.543689
1.19	0.556717
1.2	0.569689
1.21	0.582604
1.22	0.595461
1.23	0.608258
1.24	0.620995
1.25	0.633669
1.26	0.64628
1.27	0.658826
1.28	0.671307
1.29	0.68372
1.3	0.696065
1.31	0.708341
1.32	0.720545
1.33	0.732678
1.34	0.744737
1.35	0.756722
1.36	0.768631
1.37	0.780463
1.38	0.792217
1.39	0.803892
1.4	0.815487
1.41	0.827
1.42	0.83843
1.43	0.849776
1.44	0.861038
1.45	0.872213
1.46	0.883301
1.47	0.894301
1.48	0.905212
1.49	0.916031
1.5	0.92676
1.51	0.937395
1.52	0.947937
1.53	0.958384
1.54	0.968735
1.55	0.97899
1.56	0.989146
1.57	0.999204
1.58	1.00916
1.59	1.01902
1.6	1.02877
1.61	1.03842
1.62	1.04797
1.63	1.05742
1.64	1.06675
1.65	1.07598
1.66	1.08511
1.67	1.09412
1.68	1.10303
1.69	1.11182
1.7	1.12051
1.71	1.12908
1.72	1.13754
1.73	1.14588
1.74	1.15411
1.75	1.16223
1.76	1.17023
1.77	1.17811
1.78	1.18587
1.79	1.19352
1.8	1.20104
1.81	1.20845
1.82	1.21573
1.83	1.2229
1.84	1.22994
1.85	1.23686
1.86	1.24365
1.87	1.25032
1.88	1.25687
1.89	1.26329
1.9	1.26958
1.91	1.27575
1.92	1.28178
1.93	1.28769
1.94	1.29348
1.95	1.29913
1.96	1.30465
1.97	1.31004
1.98	1.3153
1.99	1.32043
2	1.32543
2.01	1.3303
2.02	1.33503
2.03	1.33963
2.04	1.34409
2.05	1.34842
2.06	1.35261
2.07	1.35667
2.08	1.3606
2.09	1.36439
2.1	1.36804
2.11	1.37155
2.12	1.37493
2.13	1.37817
2.14	1.38127
2.15	1.38424
2.16	1.38706
2.17	1.38975
2.18	1.3923
2.19	1.39471
2.2	1.39698
2.21	1.39911
2.22	1.4011
2.23	1.40295
2.24	1.40465
2.25	1.40622
2.26	1.40765
2.27	1.40894
2.28	1.41009
2.29	1.41109
2.3	1.41196
2.31	1.41268
2.32	1.41326
2.33	1.4137
2.34	1.414
2.35	1.41416
2.36	1.41418
2.37	1.41405
2.38	1.41378
2.39	1.41338
2.4	1.41283
2.41	1.41214
2.42	1.41131
2.43	1.41033
2.44	1.40922
2.45	1.40796
2.46	1.40657
2.47	1.40503
2.48	1.40336
2.49	1.40154
2.5	1.39958
2.51	1.39749
